"assoc_ID","pub_count","first_pub_date","pub_date"
216972,1,"2020-06-08","2020-06-08"
6607,1,"2016-05-16","2016-05-16"
53278,1,"2019-10-17","2019-10-17"
111308,3,"2019-03-28","2020-04-15"
206487,1,"2018-02-26","2018-02-26"
171630,1,"2018-10-03","2018-10-03"
127781,1,"2018-06-11","2018-06-11"
42333,2,"2014-07-27","2017-09-11"
113327,2,"2019-02-04","2020-05-06"
73676,1,"2018-10-08","2018-10-08"
121751,1,"2020-06-08","2020-06-08"
303699,1,"2016-01-28","2016-01-28"
8551,1,"2016-05-16","2016-05-16"
89460,1,"2018-06-11","2018-06-11"
73677,1,"2018-10-08","2018-10-08"
125691,1,"2021-01-04","2021-01-04"
223829,1,"2019-05-14","2019-05-14"
52938,1,"2019-10-17","2019-10-17"
225700,1,"2020-01-20","2020-01-20"
213272,1,"2019-03-28","2019-03-28"
121344,1,"2021-02-03","2021-02-03"
41710,1,"2017-07-17","2017-07-17"
213273,3,"2019-03-28","2019-03-28"
236867,1,"2021-04-22","2021-04-22"
115282,1,"2019-07-30","2019-07-30"
253079,2,"2012-11-01","2015-07-20"
252251,2,"2010-11-21","2015-07-20"
280325,1,"2010-09-23","2010-09-23"
111309,2,"2016-05-16","2020-04-15"
9730,1,"2017-02-14","2017-02-14"
235810,1,"2021-09-07","2021-09-07"
9729,1,"2017-02-14","2017-02-14"
77587,1,"2018-07-16","2018-07-16"
53134,2,"2019-10-17","2019-10-17"
213274,1,"2019-03-28","2019-03-28"
190952,2,"2007-07-18","2011-07-14"
166247,2,"2017-11-01","2020-11-25"
113328,1,"2020-05-06","2020-05-06"
73678,1,"2018-10-08","2018-10-08"
223801,1,"2019-05-14","2019-05-14"
236868,1,"2021-04-22","2021-04-22"
37032,1,"2017-09-07","2017-09-07"
27981,1,"2016-03-09","2016-03-09"
99885,1,"2013-12-25","2013-12-25"
79616,3,"2008-08-31","2008-08-31"
5580,1,"2017-02-06","2017-02-06"
206496,1,"2018-02-26","2018-02-26"
189731,1,"2012-04-29","2012-04-29"
89809,1,"2018-06-11","2018-06-11"
264157,1,"2017-04-17","2017-04-17"
212986,1,"2018-07-30","2018-07-30"
301858,1,"2014-06-18","2014-06-18"
81492,1,"2007-08-09","2007-08-09"
234207,1,"2021-02-24","2021-02-24"
234172,1,"2021-02-24","2021-02-24"
90089,1,"2017-12-23","2017-12-23"
121850,1,"2020-06-08","2020-06-08"
301859,1,"2014-06-18","2014-06-18"
193186,1,"2011-05-29","2011-05-29"
98284,1,"2014-10-03","2014-10-03"
227903,1,"2020-12-03","2020-12-03"
219586,1,"2019-01-21","2019-01-21"
118320,1,"2021-02-03","2021-02-03"
21261,1,"2015-10-26","2015-10-26"
121752,1,"2020-06-08","2020-06-08"
113329,1,"2020-05-06","2020-05-06"
73679,1,"2018-10-08","2018-10-08"
178064,1,"2021-04-08","2021-04-08"
98394,1,"2011-08-28","2011-08-28"
113330,1,"2020-05-06","2020-05-06"
121753,1,"2020-06-08","2020-06-08"
219196,1,"2019-02-04","2019-02-04"
73680,1,"2018-10-08","2018-10-08"
2559,1,"2012-09-01","2012-09-01"
82311,1,"2009-02-01","2009-02-01"
180801,2,"2008-04-03","2009-08-04"
171631,1,"2018-10-03","2018-10-03"
309175,1,"2016-05-13","2016-05-13"
9830,1,"2017-06-12","2017-06-12"
279742,1,"2008-11-02","2008-11-02"
160812,1,"2021-07-21","2021-07-21"
210828,1,"2018-10-03","2018-10-03"
214445,1,"2020-09-28","2020-09-28"
9831,1,"2017-06-12","2017-06-12"
9832,1,"2017-06-12","2017-06-12"
180896,1,"2011-01-14","2011-01-14"
82654,1,"2011-03-06","2011-03-06"
120678,1,"2020-05-29","2020-05-29"
41711,1,"2017-07-17","2017-07-17"
120069,1,"2021-02-03","2021-02-03"
121352,1,"2021-02-03","2021-02-03"
9833,1,"2017-06-12","2017-06-12"
81497,1,"2008-11-02","2008-11-02"
39928,1,"2019-06-07","2019-06-07"
34097,1,"2013-01-01","2013-01-01"
8573,1,"2016-05-16","2016-05-16"
82257,1,"2010-06-27","2010-06-27"
212987,2,"2018-06-11","2018-07-30"
210119,1,"2018-07-30","2018-07-30"
156170,1,"2021-05-17","2021-05-17"
111310,1,"2020-04-15","2020-04-15"
207120,1,"2018-10-03","2018-10-03"
172475,1,"2018-10-03","2018-10-03"
156182,1,"2021-05-17","2021-05-17"
206482,1,"2018-02-26","2018-02-26"
55178,1,"2019-11-11","2019-11-11"
2673,1,"2017-10-20","2017-10-20"
37033,1,"2017-09-07","2017-09-07"
204834,1,"2018-11-30","2018-11-30"
98395,1,"2011-08-28","2011-08-28"
121754,1,"2020-06-08","2020-06-08"
54666,1,"2018-10-08","2018-10-08"
113576,1,"2020-05-06","2020-05-06"
178065,1,"2021-04-08","2021-04-08"
115280,1,"2019-07-30","2019-07-30"
226891,1,"2021-02-24","2021-02-24"
223794,1,"2019-05-14","2019-05-14"
21809,1,"2012-11-01","2012-11-01"
205606,2,"2018-02-26","2018-02-26"
155742,1,"2021-05-17","2021-05-17"
121348,1,"2021-02-03","2021-02-03"
41713,1,"2017-07-17","2017-07-17"
54667,1,"2018-10-08","2018-10-08"
305389,1,"2014-07-20","2014-07-20"
219202,2,"2019-02-04","2019-02-04"
82265,1,"2010-06-27","2010-06-27"
113577,1,"2020-05-06","2020-05-06"
2560,1,"2012-09-01","2012-09-01"
113578,1,"2020-05-06","2020-05-06"
236869,1,"2021-04-22","2021-04-22"
204281,1,"2014-05-29","2014-05-29"
212988,1,"2018-07-30","2018-07-30"
89301,1,"2018-06-11","2018-06-11"
113579,1,"2020-05-06","2020-05-06"
21574,1,"2016-07-19","2016-07-19"
229486,1,"2017-07-17","2017-07-17"
101016,1,"2016-12-19","2016-12-19"
21262,2,"2015-10-26","2015-10-26"
80136,1,"2011-08-11","2011-08-11"
280269,1,"2007-06-06","2007-06-06"
235811,1,"2021-09-07","2021-09-07"
111311,4,"2019-03-28","2020-04-15"
115267,1,"2019-07-30","2019-07-30"
213276,1,"2019-03-28","2019-03-28"
6603,1,"2016-05-16","2016-05-16"
30313,1,"2016-06-17","2016-06-17"
77579,1,"2018-07-16","2018-07-16"
111909,1,"2019-01-14","2019-01-14"
21836,1,"2012-11-01","2012-11-01"
250832,1,"2015-07-20","2015-07-20"
278028,1,"2010-02-28","2010-02-28"
204836,1,"2018-11-30","2018-11-30"
252771,1,"2015-07-20","2015-07-20"
250875,1,"2015-07-20","2015-07-20"
303729,1,"2015-07-20","2015-07-20"
99478,1,"2013-12-25","2013-12-25"
176125,1,"2020-05-20","2020-05-20"
215623,2,"2018-04-26","2019-02-04"
206476,1,"2018-02-26","2018-02-26"
207412,1,"2018-10-03","2018-10-03"
215624,1,"2019-02-04","2019-02-04"
114489,1,"2019-02-25","2019-02-25"
236870,1,"2021-04-22","2021-04-22"
210145,1,"2018-07-30","2018-07-30"
42412,2,"2016-05-16","2017-09-11"
212989,1,"2018-07-30","2018-07-30"
89634,1,"2018-06-11","2018-06-11"
113581,3,"2019-02-04","2020-05-06"
190413,1,"2010-07-29","2010-07-29"
312648,1,"2016-01-21","2016-01-21"
196218,1,"2009-05-10","2009-05-10"
38663,1,"2019-05-31","2019-05-31"
72138,1,"2019-11-15","2019-11-15"
121864,1,"2020-06-08","2020-06-08"
145262,1,"2020-03-30","2020-03-30"
215590,1,"2019-02-04","2019-02-04"
210096,1,"2018-07-30","2018-07-30"
21810,1,"2012-11-01","2012-11-01"
227906,1,"2020-12-03","2020-12-03"
225713,1,"2020-01-20","2020-01-20"
213277,1,"2019-03-28","2019-03-28"
216973,1,"2020-06-08","2020-06-08"
111312,2,"2019-10-17","2020-04-15"
213278,1,"2019-03-28","2019-03-28"
225710,1,"2020-01-20","2020-01-20"
53282,1,"2019-10-17","2019-10-17"
227601,1,"2020-01-20","2020-01-20"
225704,1,"2020-01-20","2020-01-20"
82911,1,"2010-11-21","2010-11-21"
21811,2,"2012-11-01","2012-11-01"
250866,1,"2015-07-20","2015-07-20"
186538,1,"2009-05-10","2009-05-10"
77589,1,"2018-07-16","2018-07-16"
54670,1,"2018-10-08","2018-10-08"
54668,1,"2018-10-08","2018-10-08"
171632,1,"2018-10-03","2018-10-03"
205598,1,"2018-02-26","2018-02-26"
54671,1,"2018-10-08","2018-10-08"
123810,1,"2018-09-07","2018-09-07"
303727,2,"2012-11-01","2015-07-20"
81415,1,"2009-10-18","2009-10-18"
121236,1,"2020-06-08","2020-06-08"
99513,2,"2014-07-27","2014-07-27"
154040,1,"2012-12-01","2012-12-01"
21263,1,"2015-10-26","2015-10-26"
209755,1,"2017-07-17","2017-07-17"
34056,1,"2015-11-25","2015-11-25"
211989,1,"2017-07-17","2017-07-17"
209751,1,"2017-07-17","2017-07-17"
204282,1,"2014-05-29","2014-05-29"
42203,1,"2009-11-01","2009-11-01"
183860,1,"2008-01-20","2008-01-20"
54669,1,"2018-10-08","2018-10-08"
113580,1,"2020-05-06","2020-05-06"
115271,1,"2019-07-30","2019-07-30"
252552,1,"2016-12-23","2016-12-23"
247749,1,"2016-12-23","2016-12-23"
82236,1,"2009-12-16","2009-12-16"
80704,1,"2007-06-07","2007-06-07"
111313,2,"2019-03-28","2020-04-15"
186070,1,"2008-08-31","2008-08-31"
82978,2,"2007-08-08","2010-11-21"
196436,2,"2010-06-22","2012-11-01"
284835,1,"2011-10-23","2011-10-23"
247750,1,"2016-12-23","2016-12-23"
123495,1,"2018-09-07","2018-09-07"
127421,1,"2020-03-17","2020-03-17"
196712,1,"2013-10-15","2013-10-15"
87393,3,"2010-05-09","2015-04-01"
189191,1,"2012-09-23","2012-09-23"
198938,1,"2014-10-20","2014-10-20"
58125,2,"2019-11-22","2019-11-22"
162907,1,"2021-07-21","2021-07-21"
42413,1,"2017-09-11","2017-09-11"
190954,1,"2011-07-14","2011-07-14"
35707,2,"2017-11-01","2017-11-01"
196711,1,"2013-10-15","2013-10-15"
283533,1,"2011-01-24","2011-01-24"
54673,1,"2018-10-08","2018-10-08"
54674,1,"2018-10-08","2018-10-08"
167614,1,"2020-11-26","2020-11-26"
113582,3,"2016-01-28","2020-05-06"
54675,1,"2018-10-08","2018-10-08"
81625,1,"2009-01-18","2009-01-18"
121757,1,"2020-06-08","2020-06-08"
68013,1,"2020-01-09","2020-01-09"
11876,3,"2013-04-01","2017-10-23"
279884,2,"2007-04-26","2007-04-26"
2561,2,"2012-09-01","2012-09-01"
213327,1,"2019-04-02","2019-04-02"
82261,1,"2010-06-27","2010-06-27"
16030,1,"2017-10-23","2017-10-23"
187259,1,"2013-03-03","2013-03-03"
2040,1,"2017-10-23","2017-10-23"
2029,1,"2017-10-23","2017-10-23"
83100,1,"2013-03-03","2013-03-03"
227859,1,"2020-12-03","2020-12-03"
78679,1,"2018-06-11","2018-06-11"
79132,1,"2018-06-11","2018-06-11"
206473,1,"2018-02-26","2018-02-26"
222177,1,"2018-04-26","2018-04-26"
215589,1,"2019-02-04","2019-02-04"
204745,1,"2018-02-26","2018-02-26"
227860,1,"2020-12-03","2020-12-03"
79520,2,"2009-11-15","2009-11-15"
30283,1,"2016-07-11","2016-07-11"
82340,1,"2011-02-06","2011-02-06"
82422,1,"2008-11-16","2008-11-16"
54676,1,"2018-10-08","2018-10-08"
159777,1,"2021-06-14","2021-06-14"
120071,1,"2021-02-03","2021-02-03"
241736,1,"2021-06-07","2021-06-07"
113583,1,"2020-05-06","2020-05-06"
221362,1,"2018-04-26","2018-04-26"
118225,1,"2020-06-08","2020-06-08"
178992,1,"2021-05-14","2021-05-14"
91057,1,"2018-01-04","2018-01-04"
7901,1,"2017-04-17","2017-04-17"
264158,2,"2012-04-29","2017-04-17"
118213,1,"2020-06-08","2020-06-08"
212990,2,"2018-06-11","2018-07-30"
264165,1,"2017-04-17","2017-04-17"
210122,1,"2018-07-30","2018-07-30"
113584,1,"2020-05-06","2020-05-06"
159775,1,"2021-06-14","2021-06-14"
8555,1,"2016-05-16","2016-05-16"
54677,1,"2018-10-08","2018-10-08"
189758,1,"2009-05-10","2009-05-10"
2562,1,"2012-09-01","2012-09-01"
85813,2,"2014-08-03","2018-02-08"
136673,1,"2017-07-17","2017-07-17"
37034,1,"2017-09-07","2017-09-07"
215622,2,"2018-04-26","2019-02-04"
81628,1,"2009-01-18","2009-01-18"
227861,1,"2020-12-03","2020-12-03"
223806,1,"2019-05-14","2019-05-14"
59716,2,"2018-12-06","2019-12-11"
59684,1,"2019-12-11","2019-12-11"
10855,3,"2013-04-01","2017-10-23"
84855,1,"2016-08-25","2016-08-25"
113585,1,"2020-05-06","2020-05-06"
54679,2,"2017-05-31","2018-10-08"
241729,1,"2021-06-07","2021-06-07"
241739,1,"2021-06-07","2021-06-07"
102069,1,"2017-01-09","2017-01-09"
36152,2,"2017-07-17","2017-07-17"
139143,1,"2018-10-03","2018-10-03"
214454,1,"2020-09-28","2020-09-28"
5581,2,"2016-03-09","2017-02-06"
173075,1,"2020-12-03","2020-12-03"
21264,1,"2015-10-26","2015-10-26"
251962,1,"2015-07-20","2015-07-20"
200597,1,"2013-04-01","2013-04-01"
80149,1,"2011-08-11","2011-08-11"
21812,1,"2012-11-01","2012-11-01"
200599,1,"2013-04-01","2013-04-01"
82335,1,"2011-02-06","2011-02-06"
211979,1,"2017-07-17","2017-07-17"
183621,1,"2009-06-14","2009-06-14"
99877,1,"2013-12-25","2013-12-25"
227862,1,"2020-12-03","2020-12-03"
103943,1,"2018-02-17","2018-02-17"
198272,1,"2012-09-09","2012-09-09"
236871,1,"2021-04-22","2021-04-22"
223803,1,"2019-05-14","2019-05-14"
2070,1,"2017-10-23","2017-10-23"
6629,1,"2016-05-16","2016-05-16"
164684,1,"2021-07-21","2021-07-21"
54680,1,"2018-10-08","2018-10-08"
156223,1,"2021-05-17","2021-05-17"
164685,1,"2021-07-21","2021-07-21"
219587,1,"2019-01-21","2019-01-21"
79356,3,"2009-07-05","2009-07-05"
164686,1,"2021-07-21","2021-07-21"
3205,1,"2017-02-09","2017-02-09"
37995,2,"2011-06-23","2019-06-07"
51861,1,"2019-06-07","2019-06-07"
311687,1,"2016-01-29","2016-01-29"
23847,1,"2016-02-12","2016-02-12"
79353,1,"2009-07-05","2009-07-05"
164638,1,"2021-07-21","2021-07-21"
155732,1,"2021-05-17","2021-05-17"
206492,1,"2018-02-26","2018-02-26"
156181,1,"2021-05-17","2021-05-17"
207111,1,"2018-10-03","2018-10-03"
138730,1,"2018-07-27","2018-07-27"
127787,2,"2018-06-11","2018-06-11"
59715,2,"2018-12-06","2019-12-11"
223830,1,"2019-05-14","2019-05-14"
8563,1,"2016-05-16","2016-05-16"
236873,1,"2021-04-22","2021-04-22"
212993,1,"2018-07-30","2018-07-30"
212991,1,"2018-07-30","2018-07-30"
227864,1,"2020-12-03","2020-12-03"
96021,1,"2016-07-01","2016-07-01"
294304,1,"2013-08-18","2013-08-18"
82663,1,"2011-03-06","2011-03-06"
54685,1,"2018-10-08","2018-10-08"
204743,1,"2018-02-26","2018-02-26"
118349,1,"2021-02-03","2021-02-03"
207114,1,"2018-10-03","2018-10-03"
236874,1,"2021-04-22","2021-04-22"
30301,1,"2016-06-17","2016-06-17"
155744,1,"2021-05-17","2021-05-17"
114493,1,"2019-02-25","2019-02-25"
121382,1,"2021-02-03","2021-02-03"
82662,1,"2011-03-06","2011-03-06"
82637,1,"2011-03-06","2011-03-06"
206477,1,"2018-02-26","2018-02-26"
207101,1,"2018-10-03","2018-10-03"
180394,1,"2010-02-19","2010-02-19"
250837,2,"2012-11-01","2015-07-20"
215625,1,"2019-02-04","2019-02-04"
222183,1,"2018-04-26","2018-04-26"
54686,1,"2018-10-08","2018-10-08"
113587,1,"2020-05-06","2020-05-06"
121758,1,"2020-06-08","2020-06-08"
236875,1,"2021-04-22","2021-04-22"
159778,1,"2021-06-14","2021-06-14"
7671,1,"2016-05-16","2016-05-16"
251969,2,"2010-11-21","2015-07-20"
21837,1,"2012-11-01","2012-11-01"
52451,1,"2019-05-31","2019-05-31"
54687,1,"2018-10-08","2018-10-08"
204837,1,"2018-11-30","2018-11-30"
125692,1,"2021-01-04","2021-01-04"
85802,1,"2018-02-08","2018-02-08"
133224,1,"2018-08-09","2018-08-09"
194742,1,"2011-04-17","2011-04-17"
78879,4,"2007-07-01","2018-06-11"
294928,1,"2012-09-06","2012-09-06"
121759,2,"2016-01-28","2020-06-08"
54689,1,"2018-10-08","2018-10-08"
28559,1,"2015-06-01","2015-06-01"
120662,1,"2020-06-08","2020-06-08"
22980,1,"2015-05-05","2015-05-05"
113588,1,"2020-05-06","2020-05-06"
46351,1,"2018-11-08","2018-11-08"
218349,1,"2019-02-04","2019-02-04"
2563,1,"2012-09-01","2012-09-01"
29515,1,"2016-05-02","2016-05-02"
125693,1,"2021-01-04","2021-01-04"
122763,1,"2021-01-04","2021-01-04"
53126,1,"2019-10-17","2019-10-17"
52913,1,"2019-10-17","2019-10-17"
227640,1,"2020-01-20","2020-01-20"
53277,1,"2019-10-17","2019-10-17"
251631,1,"2016-06-21","2016-06-21"
251556,2,"2012-11-01","2015-07-20"
252244,1,"2015-07-20","2015-07-20"
304324,1,"2015-07-20","2015-07-20"
21266,1,"2015-10-26","2015-10-26"
211003,1,"2019-02-20","2019-02-20"
6593,1,"2016-05-16","2016-05-16"
212994,1,"2018-07-30","2018-07-30"
77580,1,"2018-07-16","2018-07-16"
82919,1,"2010-11-21","2010-11-21"
82314,1,"2011-02-06","2011-02-06"
213280,1,"2019-03-28","2019-03-28"
111317,1,"2020-04-15","2020-04-15"
213281,1,"2019-03-28","2019-03-28"
189767,1,"2009-05-10","2009-05-10"
227560,2,"2019-10-17","2020-01-20"
207916,1,"2019-01-18","2019-01-18"
280323,1,"2010-09-23","2010-09-23"
155749,1,"2021-05-17","2021-05-17"
53117,1,"2019-10-17","2019-10-17"
52912,1,"2019-10-17","2019-10-17"
155747,1,"2021-05-17","2021-05-17"
213283,1,"2019-03-28","2019-03-28"
129468,1,"2019-07-30","2019-07-30"
213284,3,"2019-03-28","2019-03-28"
53114,2,"2019-10-17","2019-10-17"
213285,1,"2019-03-28","2019-03-28"
131659,1,"2018-04-09","2018-04-09"
121760,1,"2020-06-08","2020-06-08"
40601,1,"2017-05-31","2017-05-31"
219228,1,"2019-02-04","2019-02-04"
111318,1,"2020-04-15","2020-04-15"
54683,1,"2018-10-08","2018-10-08"
80191,1,"2011-08-11","2011-08-11"
79608,1,"2012-12-21","2012-12-21"
21814,1,"2012-11-01","2012-11-01"
250846,1,"2015-07-20","2015-07-20"
82905,1,"2010-11-21","2010-11-21"
54690,1,"2018-10-08","2018-10-08"
20154,1,"2017-10-23","2017-10-23"
121761,2,"2019-02-04","2020-06-08"
159779,1,"2021-06-14","2021-06-14"
155869,1,"2021-05-17","2021-05-17"
107800,3,"2019-10-17","2020-04-15"
3079,1,"2016-05-16","2016-05-16"
79498,1,"2011-02-01","2011-02-01"
189245,1,"2011-06-23","2011-06-23"
198532,1,"2013-04-17","2013-04-17"
42310,2,"2014-07-27","2017-09-11"
118214,1,"2020-06-08","2020-06-08"
297784,1,"2010-11-02","2010-11-02"
55172,1,"2019-11-11","2019-11-11"
2061,1,"2017-10-23","2017-10-23"
212995,1,"2018-07-30","2018-07-30"
88750,1,"2018-06-11","2018-06-11"
111314,1,"2020-04-15","2020-04-15"
111896,1,"2019-01-14","2019-01-14"
111894,1,"2019-01-14","2019-01-14"
115262,1,"2019-07-30","2019-07-30"
213287,1,"2019-03-28","2019-03-28"
107801,2,"2019-10-17","2020-04-15"
204254,1,"2012-09-04","2012-09-04"
133225,1,"2018-08-09","2018-08-09"
35708,2,"2017-11-01","2017-11-01"
82638,1,"2011-03-06","2011-03-06"
53840,1,"2018-10-08","2018-10-08"
21265,1,"2015-10-26","2015-10-26"
120072,1,"2021-02-03","2021-02-03"
78690,2,"2013-04-01","2018-06-11"
118350,1,"2021-02-03","2021-02-03"
189716,1,"2011-05-22","2011-05-22"
107802,3,"2019-03-28","2020-04-15"
52932,1,"2019-10-17","2019-10-17"
213289,1,"2019-03-28","2019-03-28"
114492,1,"2019-02-25","2019-02-25"
241738,1,"2021-06-07","2021-06-07"
37948,1,"2019-09-16","2019-09-16"
40066,1,"2019-08-13","2019-08-13"
144711,1,"2020-03-30","2020-03-30"
192243,2,"2013-04-01","2013-04-01"
11864,1,"2017-10-23","2017-10-23"
251985,1,"2015-07-20","2015-07-20"
29450,1,"2016-06-20","2016-06-20"
79136,1,"2018-06-11","2018-06-11"
21815,2,"2012-11-01","2012-11-01"
252257,1,"2015-07-20","2015-07-20"
41718,1,"2017-07-17","2017-07-17"
121817,1,"2020-06-08","2020-06-08"
78688,3,"2013-04-01","2018-06-11"
53843,1,"2018-10-08","2018-10-08"
107803,1,"2020-04-15","2020-04-15"
236876,1,"2021-04-22","2021-04-22"
113589,1,"2020-05-06","2020-05-06"
53846,1,"2018-10-08","2018-10-08"
89649,1,"2018-06-11","2018-06-11"
22981,1,"2015-05-05","2015-05-05"
78880,5,"2007-07-01","2018-06-11"
161054,1,"2021-07-21","2021-07-21"
197328,1,"2013-08-14","2013-08-14"
121762,2,"2016-01-28","2020-06-08"
218367,1,"2019-02-04","2019-02-04"
113586,1,"2020-05-06","2020-05-06"
76533,1,"2019-09-05","2019-09-05"
25074,1,"2015-06-22","2015-06-22"
85811,1,"2018-02-08","2018-02-08"
151417,1,"2020-05-18","2020-05-18"
196457,1,"2012-11-01","2012-11-01"
173652,1,"2021-02-03","2021-02-03"
227863,1,"2020-12-03","2020-12-03"
123496,1,"2018-09-07","2018-09-07"
111315,1,"2020-04-15","2020-04-15"
204736,1,"2018-05-30","2018-05-30"
88773,1,"2018-06-11","2018-06-11"
7658,1,"2016-05-16","2016-05-16"
212992,1,"2018-07-30","2018-07-30"
123497,1,"2018-09-07","2018-09-07"
159780,1,"2021-06-14","2021-06-14"
38004,3,"2011-09-25","2019-06-07"
123498,2,"2018-09-07","2018-09-07"
236872,1,"2021-04-22","2021-04-22"
107804,1,"2020-04-15","2020-04-15"
227866,1,"2020-12-03","2020-12-03"
304115,1,"2015-07-20","2015-07-20"
212996,1,"2018-07-30","2018-07-30"
123499,1,"2018-09-07","2018-09-07"
16029,2,"2015-04-01","2017-10-23"
79134,1,"2018-06-11","2018-06-11"
6627,1,"2016-05-16","2016-05-16"
29443,1,"2016-06-20","2016-06-20"
199845,1,"2010-11-04","2010-11-04"
159781,1,"2021-06-14","2021-06-14"
8572,1,"2016-05-16","2016-05-16"
103398,2,"2014-05-18","2016-03-08"
159782,1,"2021-06-14","2021-06-14"
59718,1,"2019-12-11","2019-12-11"
223834,1,"2019-05-14","2019-05-14"
40602,1,"2017-05-31","2017-05-31"
54684,1,"2018-10-08","2018-10-08"
165095,1,"2020-10-26","2020-10-26"
280270,1,"2007-06-06","2007-06-06"
83341,1,"2012-03-25","2012-03-25"
253062,2,"2012-11-01","2015-07-20"
250867,2,"2010-11-21","2015-07-20"
304354,1,"2015-07-20","2015-07-20"
278026,1,"2010-02-28","2010-02-28"
99852,1,"2013-12-25","2013-12-25"
99449,1,"2013-12-25","2013-12-25"
82827,1,"2010-08-08","2010-08-08"
214455,1,"2020-09-28","2020-09-28"
151428,1,"2020-05-18","2020-05-18"
193764,1,"2013-03-15","2013-03-15"
219589,1,"2019-01-21","2019-01-21"
11885,3,"2013-04-01","2017-10-23"
38680,1,"2019-05-31","2019-05-31"
162912,1,"2021-07-21","2021-07-21"
11875,3,"2013-04-01","2017-10-23"
2050,1,"2017-10-23","2017-10-23"
215576,2,"2019-02-04","2019-02-04"
53848,1,"2018-10-08","2018-10-08"
222178,1,"2018-04-26","2018-04-26"
42311,2,"2014-07-27","2017-09-11"
3092,1,"2016-05-16","2016-05-16"
166235,1,"2020-11-25","2020-11-25"
10296,2,"2015-04-01","2017-10-23"
120625,1,"2020-06-08","2020-06-08"
151418,1,"2020-05-18","2020-05-18"
197199,1,"2011-08-08","2011-08-08"
21817,1,"2012-11-01","2012-11-01"
226106,5,"2014-01-21","2018-12-06"
107805,1,"2020-04-15","2020-04-15"
104608,1,"2018-02-17","2018-02-17"
120638,1,"2020-06-08","2020-06-08"
59685,3,"2016-03-08","2019-12-11"
89217,2,"2007-10-14","2018-06-16"
222438,1,"2019-05-14","2019-05-14"
212997,2,"2018-06-11","2018-07-30"
118321,1,"2021-02-03","2021-02-03"
8578,1,"2016-05-16","2016-05-16"
9659,1,"2017-02-06","2017-02-06"
210098,1,"2018-07-30","2018-07-30"
144709,1,"2020-03-30","2020-03-30"
221363,1,"2018-04-26","2018-04-26"
215577,1,"2019-02-04","2019-02-04"
79137,1,"2018-06-11","2018-06-11"
107806,1,"2020-04-15","2020-04-15"
210419,1,"2019-03-28","2019-03-28"
215578,1,"2019-02-04","2019-02-04"
163007,1,"2021-07-21","2021-07-21"
205593,1,"2018-02-26","2018-02-26"
207408,1,"2018-10-03","2018-10-03"
215579,1,"2019-02-04","2019-02-04"
296861,1,"2011-09-18","2011-09-18"
98566,1,"2013-08-25","2013-08-25"
53850,1,"2018-10-08","2018-10-08"
215580,1,"2019-02-04","2019-02-04"
221365,1,"2018-04-26","2018-04-26"
210826,1,"2018-10-03","2018-10-03"
191752,1,"2012-07-23","2012-07-23"
81582,1,"2010-09-09","2010-09-09"
79138,1,"2018-06-11","2018-06-11"
206,1,"2017-03-30","2017-03-30"
172476,1,"2018-10-03","2018-10-03"
145263,1,"2020-03-30","2020-03-30"
140241,1,"2018-10-03","2018-10-03"
53874,1,"2018-10-08","2018-10-08"
204839,1,"2018-11-30","2018-11-30"
80151,1,"2011-08-11","2011-08-11"
79139,1,"2018-06-11","2018-06-11"
53875,1,"2018-10-08","2018-10-08"
85801,1,"2018-02-08","2018-02-08"
203674,1,"2013-06-16","2013-06-16"
218377,1,"2019-02-04","2019-02-04"
53876,1,"2018-10-08","2018-10-08"
81631,1,"2009-01-18","2009-01-18"
113592,2,"2020-05-06","2020-05-06"
2567,1,"2012-09-01","2012-09-01"
53877,1,"2018-10-08","2018-10-08"
107807,1,"2020-04-15","2020-04-15"
304798,1,"2010-05-02","2010-05-02"
193187,2,"2010-05-02","2011-05-29"
60740,1,"2019-05-01","2019-05-01"
5582,1,"2017-02-06","2017-02-06"
27984,1,"2016-03-09","2016-03-09"
203670,1,"2013-06-16","2013-06-16"
113593,3,"2019-02-04","2020-05-06"
53882,1,"2018-10-08","2018-10-08"
52922,2,"2019-10-17","2019-10-17"
311954,1,"2016-08-02","2016-08-02"
21818,1,"2012-11-01","2012-11-01"
280266,1,"2007-06-06","2007-06-06"
101010,2,"2013-06-01","2016-12-19"
227867,1,"2020-12-03","2020-12-03"
99435,1,"2013-12-25","2013-12-25"
53847,1,"2018-10-08","2018-10-08"
113591,1,"2020-05-06","2020-05-06"
79161,1,"2018-06-11","2018-06-11"
78691,2,"2013-04-01","2018-06-11"
38667,1,"2019-05-31","2019-05-31"
250852,1,"2015-07-20","2015-07-20"
227868,1,"2020-12-03","2020-12-03"
215581,1,"2019-02-04","2019-02-04"
37036,1,"2017-09-07","2017-09-07"
115458,1,"2020-01-31","2020-01-31"
99480,1,"2013-12-25","2013-12-25"
179465,1,"2011-04-03","2011-04-03"
227871,1,"2020-12-03","2020-12-03"
247557,1,"2015-07-20","2015-07-20"
82891,2,"2010-11-21","2010-11-21"
304362,1,"2015-07-20","2015-07-20"
278999,1,"2010-10-17","2010-10-17"
279003,1,"2010-10-17","2010-10-17"
297732,1,"2009-12-06","2009-12-06"
21267,1,"2015-10-26","2015-10-26"
211982,1,"2017-07-17","2017-07-17"
21819,1,"2012-11-01","2012-11-01"
251968,1,"2015-07-20","2015-07-20"
38216,1,"2019-08-13","2019-08-13"
219590,1,"2019-01-21","2019-01-21"
